"UM_CODE";"UM_NAMEF";"global_id";"UM_NAMES";"UM_TRANS";"UM_TYPE";"UM_TM";"UM_TE";"UM_KLADR";
"010970";"улица Константинова";"58481281";"ул. Константинова";"ulicza Konstantinova";"001";"";"0301";"77000000000153400";
"011000";"Конюшковская улица";"58481282";"Конюшковская ул.";"Konyushkovskaya ulicza";"001";"";"0101;0106";"77000000000153500";
"011010";"Большой Конюшковский переулок";"58481283";"Б. Конюшковский пер.";"Bol`shoj Konyushkovskij pereulok";"002";"";"0106";"77000000000153600";
"011015";"Малый Конюшковский переулок";"58481284";"М. Конюшковский пер.";"Maly'j Konyushkovskij pereulok";"002";"";"0106";"77000000000153700";
"011020";"Кооперативная улица";"58481285";"Кооперативная ул.";"Kooperativnaya ulicza";"001";"";"0109";"77000000000720600";
"011035";"улица Николая Коперника";"58481286";"ул. Николая Коперника";"ulicza Nikolaya Kopernika";"001";"";"0702";"77000000000332700";
"011040";"Коптевская улица";"58481287";"Коптевская ул.";"Koptevskaya ulicza";"001";"";"0210";"77000000000037100";
"011060";"Коптевский бульвар";"58481288";"Коптевский бульв.";"Koptevskij bul`var";"008";"";"0210";"77000000000036300";
"011070";"Большой Коптевский проезд";"58481289";"Б. Коптевский пр.";"Bol`shoj Koptevskij proezd";"003";"";"0201";"77000000000153900";
"011080";"Малый Коптевский проезд";"58481290";"М. Коптевский пр.";"Maly'j Koptevskij proezd";"003";"";"0201";"77000000000154000";
"011100";"2-й Коптельский переулок";"58481291";"2-й Коптельский пер.";"Vtoroj Koptel`skij pereulok";"002";"";"0104";"77000000000332800";
"011105";"1-й Коптельский переулок";"58481292";"1-й Коптельский пер.";"Pervy'j Koptel`skij pereulok";"002";"";"0104;0105";"77000000000064100";
"011120";"Копьёвский переулок";"58481293";"Копьёвский пер.";"Kop`yovskij pereulok";"002";"";"0108";"77000000000055600";
"011140";"Коренная улица";"58481294";"Коренная ул.";"Korennaya ulicza";"001";"";"0411;0413";"77000000000040700";
"011145";"улица Корнейчука";"58481295";"ул. Корнейчука";"ulicza Kornejchuka";"001";"";"0304";"77000000000154200";
"011150";"Коробейников переулок";"58481296";"Коробейников пер.";"Korobejnikov pereulok";"002";"";"0109";"77000000000709300";
"011160";"Коровинский проезд";"58481297";"Коровинский пр.";"Korovinskij proezd";"003";"";"0203";"77000000000428800";
"011170";"Коровинское шоссе";"58481298";"Коровинское ш.";"Korovinskoe shosse";"006";"";"0203;0208;0209";"77000000000033400";
"011180";"улица Академика Королёва";"58481299";"ул. Академика Королёва";"ulicza Akademika Korolyova";"001";"";"0308;0310;0215;0305";"77000000000154500";
"011190";"улица Короленко";"58481300";"ул. Короленко";"ulicza Korolenko";"001";"";"0418";"77000000000154600";
"011220";"улица Павла Корчагина";"58481301";"ул. Павла Корчагина";"ulicza Pavla Korchagina";"001";"";"0301";"77000000000332900";
"011230";"Косинская улица";"58481302";"Косинская ул.";"Kosinskaya ulicza";"001";"";"0404";"77000000000040000";
"011235";"Большая Косинская улица";"58481303";"Б. Косинская ул.";"Bol`shaya Kosinskaya ulicza";"001";"";"0409";"77000000000038300";
"011237";"Косинская эстакада";"58481304";"Косинская эстакада";"Kosinskaya e'stakada";"013";"";"0409";"77000000000781900";
"011238";"Косинское шоссе";"58481305";"Косинское ш.";"Kosinskoe shosse";"006";"";"0409";"77000000000752200";
"011240";"улица Зои и Александра Космодемьянских";"58481306";"ул. Зои и Александра Космодемьянских";"ulicza Zoi i Aleksandra Kosmodem`yanskix";"001";"";"0205;0210";"77000000000035200";
"011260";"улица Космонавтов";"58481307";"ул. Космонавтов";"ulicza Kosmonavtov";"001";"";"0301";"77000000000154900";
"011265";"аллея Космонавтов";"58481308";"аллея Космонавтов";"alleya Kosmonavtov";"009";"";"0310";"77000000000407800";
"011280";"улица Костикова";"58481309";"ул. Костикова";"ulicza Kostikova";"001";"";"0106";"77000000000155000";
"011290";"Костомаровская набережная";"58481310";"Костомаровская наб.";"Kostomarovskaya naberezhnaya";"005";"";"0107";"77000000000155100";
"011300";"Костомаровский переулок";"58481311";"Костомаровский пер.";"Kostomarovskij pereulok";"002";"";"0107";"77000000000155200";
"011310";"Костромская улица";"58481312";"Костромская ул.";"Kostromskaya ulicza";"001";"";"0302;0304";"77000000000155300";
"011320";"улица Костякова";"58481313";"ул. Костякова";"ulicza Kostyakova";"001";"";"0215";"77000000000155400";
"011330";"Костянский переулок";"58481314";"Костянский пер.";"Kostyanskij pereulok";"002";"";"0104";"77000000000064200";
"011335";"улица Косыгина";"58481315";"ул. Косыгина";"ulicza Kosy'gina";"001";"";"0702;0815";"77000000000155500";
"011340";"Котельническая набережная";"58481316";"Котельническая наб.";"Kotel`nicheskaya naberezhnaya";"005";"";"0107";"77000000000155600";
"011360";"1-й Котельнический переулок";"58481317";"1-й Котельнический пер.";"Pervy'j Kotel`nicheskij pereulok";"002";"";"0107";"77000000000155700";
"011370";"2-й Котельнический переулок";"58481318";"2-й Котельнический пер.";"Vtoroj Kotel`nicheskij pereulok";"002";"";"0107";"77000000000155800";
"011380";"3-й Котельнический переулок";"58481319";"3-й Котельнический пер.";"Tretij Kotel`nicheskij pereulok";"002";"";"0107";"77000000000155900";
"011390";"4-й Котельнический переулок";"58481320";"4-й Котельнический пер.";"Chetvyorty'j Kotel`nicheskij pereulok";"002";"";"0107";"77000000000156000";
"011395";"5-й Котельнический переулок";"58481321";"5-й Котельнический пер.";"Pyaty'j Kotel`nicheskij pereulok";"002";"";"0107";"77000000000156100";
"011400";"Котельный проезд";"58481322";"Котельный пр.";"Kotel`ny'j proezd";"003";"";"0508";"77000000000367000";
"011420";"Котляковская улица";"58481323";"Котляковская ул.";"Kotlyakovskaya ulicza";"001";"";"0612";"77000000000367100";
"011430";"1-й Котляковский переулок";"58481324";"1-й Котляковский пер.";"Pervy'j Kotlyakovskij pereulok";"002";"";"0612;0618";"77000000000367200";
"011431";"2-й Котляковский переулок";"58481325";"2-й Котляковский пер.";"Vtoroj Kotlyakovskij pereulok";"002";"";"0612";"77000000000367300";
"011440";"Котляковский проезд";"58481326";"Котляковский пр.";"Kotlyakovskij proezd";"003";"";"0612";"77000000000776100";
"011450";"улица Коцюбинского";"58481327";"ул. Коцюбинского";"ulicza Koczyubinskogo";"001";"";"0807";"77000000000156300";
"011460";"Кочновский проезд";"58481328";"Кочновский пр.";"Kochnovskij proezd";"003";"";"0201";"77000000000156400";
"011470";"улица Кошкина";"58481329";"ул. Кошкина";"ulicza Koshkina";"001";"";"0612";"77000000000049900";
"011475";"проезд Кошкина";"58481330";"пр. Кошкина";"proezd Koshkina";"003";"";"0606";"77000000000367400";
"011480";"улица Коштоянца";"58481331";"ул. Коштоянца";"ulicza Koshtoyancza";"001";"";"0814;0817";"77000000000156500";
"011490";"улица Кравченко";"58481332";"ул. Кравченко";"ulicza Kravchenko";"001";"";"0706;0814";"77000000000156600";
"011520";"улица Крамского";"58481333";"ул. Крамского";"ulicza Kramskogo";"001";"";"0214";"77000000000156700";
"011530";"Крапивенский переулок";"58481334";"Крапивенский пер.";"Krapivenskij pereulok";"002";"";"0108";"77000000000055900";
"011545";"переулок Красина";"58481335";"пер. Красина";"pereulok Krasina";"002";"";"0106";"77000000000157000";
"011550";"улица Красина";"58481336";"ул. Красина";"ulicza Krasina";"001";"";"0106";"77000000000157100";
"011554";"1-й Красковский проезд";"58481337";"1-й Красковский пр.";"Pervy'j Kraskovskij proezd";"003";"";"0409";"77000000000040200";
"011556";"2-й Красковский проезд";"58481338";"2-й Красковский пр.";"Vtoroj Kraskovskij proezd";"003";"";"0409";"77000000000040300";
"011557";"Красковская улица";"58481339";"Красковская ул.";"Kraskovskaya ulicza";"001";"";"0409";"77000000000040100";
"011560";"Красная площадь";"58481340";"Красная пл.";"Krasnaya ploshhad`";"004";"";"0108";"77000000000157500";
"011570";"улица Красная Пресня";"58481341";"ул. Красная Пресня";"ulicza Krasnaya Presnya";"001";"";"0106";"77000000000157400";
"011580";"улица Красная Сосна";"58481342";"ул. Красная Сосна";"ulicza Krasnaya Sosna";"001";"";"0317";"77000000000158900";
"011620";"Красноармейская улица";"58481343";"Красноармейская ул.";"Krasnoarmejskaya ulicza";"001";"";"0201";"77000000000157700";
"011660";"Краснобогатырская улица";"58481344";"Краснобогатырская ул.";"Krasnobogaty'rskaya ulicza";"001";"";"0403;0415";"77000000000157800";
"011670";"Красноворотский проезд";"58481345";"Красноворотский пр.";"Krasnovorotskij proezd";"003";"";"0104";"77000000000064300";
"011680";"3-я Красногвардейская улица";"58481346";"3-я Красногвардейская ул.";"Tret`ya Krasnogvardejskaya ulicza";"001";"";"0106";"77000000000157900";
"011690";"Красногвардейский бульвар";"58481347";"Красногвардейский бульв.";"Krasnogvardejskij bul`var";"008";"";"0106";"77000000000158300";
"011700";"1-й Красногвардейский проезд";"58481348";"1-й Красногвардейский пр.";"Pervy'j Krasnogvardejskij proezd";"003";"";"0106";"77000000000158000";
"011710";"2-й Красногвардейский проезд";"58481349";"2-й Красногвардейский пр.";"Vtoroj Krasnogvardejskij proezd";"003";"";"0106";"77000000000158100";
"011730";"Тестовская улица";"58481350";"Тестовская ул.";"Testovskaya ulicza";"001";"";"0106";"77000000000739500";
"011750";"1-й Красногорский проезд";"58481351";"1-й Красногорский пр.";"Pervy'j Krasnogorskij proezd";"003";"";"0907";"77000000000158500";
"011751";"2-й Красногорский проезд";"58481352";"2-й Красногорский пр.";"Vtoroj Krasnogorskij proezd";"003";"";"0907";"77000000000158600";
"011752";"3-й Красногорский проезд";"58481353";"3-й Красногорский пр.";"Tretij Krasnogorskij proezd";"003";"";"0907";"77000000000158700";
